id,"title","description","image_url",price,"created_at","updated_at","artist","typo"
6342,"Break My Body","Black Francis","Surfer_Rosa.jpg",2.14,"2011-10-19 19:18:40","2011-10-19 19:18:40","Pixies","audio-CD"
6343,"Something Against You","Black Francis","Surfer_Rosa.jpg",3.14,"2011-10-19 19:18:40","2011-10-19 19:18:40","Pixies","audio-CD"
6344,"Broken Face","Black Francis","Surfer_Rosa.jpg",4.14,"2011-10-19 19:18:40","2011-10-19 19:18:40","Pixies","audio-CD"
6345,"Gigantic","Mrs. John Murphy","Surfer_Rosa.jpg",5.14,"2011-10-19 19:18:40","2011-10-19 19:18:40","Pixies","audio-CD"
6346,"River Euphrates","Black Francis","Surfer_Rosa.jpg",6.14,"2011-10-19 19:18:40","2011-10-19 19:18:40","Pixies","audio-CD"
6347,"Where Is My Mind?","Black Francis","Surfer_Rosa.jpg",7.14,"2011-10-19 19:18:40","2011-10-19 19:18:40","Pixies","audio-CD"
6348,"Cactus","Black Francis","Surfer_Rosa.jpg",8.14,"2011-10-19 19:18:40","2011-10-19 19:18:40","Pixies","audio-CD"
6349,"Tonys Theme","Black Francis","Surfer_Rosa.jpg",9.14,"2011-10-19 19:18:40","2011-10-19 19:18:40","Pixies","audio-CD"
6350,"Oh My Golly!","Black Francis","Surfer_Rosa.jpg",10.14,"2011-10-19 19:18:40","2011-10-19 19:18:40","Pixies","audio-CD"
6351,"(Vamos Intro)","Black Francis","Surfer_Rosa.jpg",11.14,"2011-10-19 19:18:40","2011-10-19 19:18:40","Pixies","audio-CD"
6352,"Vamos","Black Francis","Surfer_Rosa.jpg",12.14,"2011-10-19 19:18:40","2011-10-19 19:18:40","Pixies","audio-CD"
6353,"Im Amazed","Black Francis","Surfer_Rosa.jpg",13.14,"2011-10-19 19:18:40","2011-10-19 19:18:40","Pixies","audio-CD"
6354,"Brick Is Red","Black Francis","Surfer_Rosa.jpg",14.14,"2011-10-19 19:18:40","2011-10-19 19:18:40","Pixies","audio-CD"
6355,"Better Things","Robert \"3D\" del Naja/Ben Watt/Grant \"Daddy G\" Marshall/James Brown/Andrew \"Mushroom\" Vowles/Tracey Thorn","Protection.jpg",6.10,"2011-10-19 19:18:40","2011-10-19 19:18:40","Massive Attack","audio-CD"
6356,"Light My Fire (Live)","Jim Morrison/Ray Manzarek/Robbie Krieger/John Densmore","Protection.jpg",10.10,"2011-10-19 19:18:40","2011-10-19 19:18:40","Massive Attack","audio-CD"
6357,"Rock n Roll Star","Noel Gallagher","Definitely_Maybe.jpg",1.11,"2011-10-19 19:18:40","2011-10-19 19:18:40","Oasis","audio-CD"
6358,"Shakermaker","Noel Gallagher","Definitely_Maybe.jpg",2.11,"2011-10-19 19:18:40","2011-10-19 19:18:40","Oasis","audio-CD"
6359,"Live Forever","Noel Gallagher","Definitely_Maybe.jpg",3.11,"2011-10-19 19:18:40","2011-10-19 19:18:40","Oasis","audio-CD"
6360,"Up In The Sky","Noel Gallagher","Definitely_Maybe.jpg",4.11,"2011-10-19 19:18:40","2011-10-19 19:18:40","Oasis","audio-CD"
6361,"Columbia","Noel Gallagher","Definitely_Maybe.jpg",5.11,"2011-10-19 19:18:40","2011-10-19 19:18:40","Oasis","audio-CD"
6362,"Supersonic","Noel Gallagher","Definitely_Maybe.jpg",6.11,"2011-10-19 19:18:40","2011-10-19 19:18:40","Oasis","audio-CD"
6363,"Bring It On Down","Noel Gallagher","Definitely_Maybe.jpg",7.11,"2011-10-19 19:18:40","2011-10-19 19:18:40","Oasis","audio-CD"
6364,"Cigarettes and Alcohol","Noel Gallagher","Definitely_Maybe.jpg",8.11,"2011-10-19 19:18:40","2011-10-19 19:18:40","Oasis","audio-CD"
6365,"Digsys Dinner","Noel Gallagher","Definitely_Maybe.jpg",9.11,"2011-10-19 19:18:40","2011-10-19 19:18:40","Oasis","audio-CD"
6366,"Slide Away","Noel Gallagher","Definitely_Maybe.jpg",10.11,"2011-10-19 19:18:40","2011-10-19 19:18:40","Oasis","audio-CD"
6367,"Married With Children","Noel Gallagher","Definitely_Maybe.jpg",11.11,"2011-10-19 19:18:40","2011-10-19 19:18:40","Oasis","audio-CD"
6368,"Cigarettes And Chocolate Milk","Rufus Wainwright","Poses.jpg",1.13,"2011-10-19 19:18:40","2011-10-19 19:18:40","Rufus Wainwright","audio-CD"
6369,"Greek Song","Rufus Wainwright","Poses.jpg",2.13,"2011-10-19 19:18:40","2011-10-19 19:18:40","Rufus Wainwright","audio-CD"
6370,"Poses","Rufus Wainwright","Poses.jpg",3.13,"2011-10-19 19:18:40","2011-10-19 19:18:40","Rufus Wainwright","audio-CD"
6371,"Shadows","Rufus Wainwright","Poses.jpg",4.13,"2011-10-19 19:18:40","2011-10-19 19:18:40","Rufus Wainwright","audio-CD"
6372,"The Tower Of Learning","Rufus Wainwright","Poses.jpg",6.13,"2011-10-19 19:18:40","2011-10-19 19:18:40","Rufus Wainwright","audio-CD"
6373,"Grey Gardens","Rufus Wainwright","Poses.jpg",7.13,"2011-10-19 19:18:40","2011-10-19 19:18:40","Rufus Wainwright","audio-CD"
6374,"Rebel Prince","Rufus Wainwright","Poses.jpg",8.13,"2011-10-19 19:18:40","2011-10-19 19:18:40","Rufus Wainwright","audio-CD"
6375,"The Consort","Rufus Wainwright","Poses.jpg",9.13,"2011-10-19 19:18:40","2011-10-19 19:18:40","Rufus Wainwright","audio-CD"
6376,"One Man Guy","Loudon Wainwright","Poses.jpg",10.13,"2011-10-19 19:18:40","2011-10-19 19:18:40","Rufus Wainwright","audio-CD"
6377,"Evil Angel","Rufus Wainwright","Poses.jpg",11.13,"2011-10-19 19:18:40","2011-10-19 19:18:40","Rufus Wainwright","audio-CD"
6378,"In A Graveyard","Rufus Wainwright","Poses.jpg",12.13,"2011-10-19 19:18:40","2011-10-19 19:18:40","Rufus Wainwright","audio-CD"
6379,"Cigarettes And Chocolate Milk (Reprise)","Rufus Wainwright","Poses.jpg",13.13,"2011-10-19 19:18:40","2011-10-19 19:18:40","Rufus Wainwright","audio-CD"
6380,"Do You Feel Loved","Bono, The Edge, Adam Clayton, and Larry Mullen","Pop.jpg",2.12,"2011-10-19 19:18:40","2011-10-19 19:18:40","U2","audio-CD"
6381,"Mofo","Bono, The Edge, Adam Clayton, and Larry Mullen","Pop.jpg",3.12,"2011-10-19 19:18:40","2011-10-19 19:18:40","U2","audio-CD"
6382,"Staring At The Sun","Bono, The Edge, Adam Clayton, and Larry Mullen","Pop.jpg",5.12,"2011-10-19 19:18:40","2011-10-19 19:18:40","U2","audio-CD"
6383,"Last Night On Earth","Bono, The Edge, Adam Clayton, and Larry Mullen","Pop.jpg",6.12,"2011-10-19 19:18:40","2011-10-19 19:18:40","U2","audio-CD"
6384,"Gone","Bono, The Edge, Adam Clayton, and Larry Mullen","Pop.jpg",7.12,"2011-10-19 19:18:40","2011-10-19 19:18:40","U2","audio-CD"
6385,"Miami","Bono, The Edge, Adam Clayton, and Larry Mullen","Pop.jpg",8.12,"2011-10-19 19:18:40","2011-10-19 19:18:40","U2","audio-CD"
6386,"If You Wear That Velvet Dress","Bono, The Edge, Adam Clayton, and Larry Mullen","Pop.jpg",10.12,"2011-10-19 19:18:40","2011-10-19 19:18:40","U2","audio-CD"
6387,"Please","Bono, The Edge, Adam Clayton, and Larry Mullen","Pop.jpg",11.12,"2011-10-19 19:18:40","2011-10-19 19:18:40","U2","audio-CD"
6388,"Wake Up Dead Man","Bono, The Edge, Adam Clayton, and Larry Mullen","Pop.jpg",12.12,"2011-10-19 19:18:40","2011-10-19 19:18:40","U2","audio-CD"
6389,"Pony St.","D.P.A. MacManus","Brutal_Youth.jpg",1.15,"2011-10-19 19:18:40","2011-10-19 19:18:40","Elvis Costello","audio-CD"
6390,"typoer Murder","D.P.A. MacManus","Brutal_Youth.jpg",2.15,"2011-10-19 19:18:40","2011-10-19 19:18:40","Elvis Costello","audio-CD"
6391,"13 Steps Lead Down","D.P.A. MacManus","Brutal_Youth.jpg",3.15,"2011-10-19 19:18:40","2011-10-19 19:18:40","Elvis Costello","audio-CD"
6392,"This Is Hell","D.P.A. MacManus","Brutal_Youth.jpg",4.15,"2011-10-19 19:18:40","2011-10-19 19:18:40","Elvis Costello","audio-CD"
6393,"Clown Strike","D.P.A. MacManus","Brutal_Youth.jpg",5.15,"2011-10-19 19:18:40","2011-10-19 19:18:40","Elvis Costello","audio-CD"
6394,"You Tripped At Every Step","D.P.A. MacManus","Brutal_Youth.jpg",6.15,"2011-10-19 19:18:40","2011-10-19 19:18:40","Elvis Costello","audio-CD"
6395,"Still Too Soon To Know","D.P.A. MacManus","Brutal_Youth.jpg",7.15,"2011-10-19 19:18:40","2011-10-19 19:18:40","Elvis Costello","audio-CD"
6396,"20% Amnesia","D.P.A. MacManus","Brutal_Youth.jpg",8.15,"2011-10-19 19:18:40","2011-10-19 19:18:40","Elvis Costello","audio-CD"
6397,"Sulky Girl","D.P.A. MacManus","Brutal_Youth.jpg",9.15,"2011-10-19 19:18:40","2011-10-19 19:18:40","Elvis Costello","audio-CD"
6398,"Londons Brilliant Parade","D.P.A. MacManus","Brutal_Youth.jpg",10.15,"2011-10-19 19:18:40","2011-10-19 19:18:40","Elvis Costello","audio-CD"
6399,"My Science Fiction Twin","D.P.A. MacManus","Brutal_Youth.jpg",11.15,"2011-10-19 19:18:40","2011-10-19 19:18:40","Elvis Costello","audio-CD"
6400,"Rocking Horse Road","D.P.A. MacManus","Brutal_Youth.jpg",12.15,"2011-10-19 19:18:40","2011-10-19 19:18:40","Elvis Costello","audio-CD"
6401,"Just About Glad","D.P.A. MacManus","Brutal_Youth.jpg",13.15,"2011-10-19 19:18:40","2011-10-19 19:18:40","Elvis Costello","audio-CD"
6402,"All The Rage","D.P.A. MacManus","Brutal_Youth.jpg",14.15,"2011-10-19 19:18:40","2011-10-19 19:18:40","Elvis Costello","audio-CD"
6403,"Favourite Hour","D.P.A. MacManus","Brutal_Youth.jpg",15.15,"2011-10-19 19:18:40","2011-10-19 19:18:40","Elvis Costello","audio-CD"
6404,"Twist And Crawl","Bradsell/The Beat","I_Just_Cant_Stop_It.jpg",4.12,"2011-10-19 19:18:40","2011-10-19 19:18:40","English Beat","audio-CD"
6405,"Rough Rider","D. Gordon/P. Grant/L. Gordon/E. Grant","I_Just_Cant_Stop_It.jpg",5.12,"2011-10-19 19:18:40","2011-10-19 19:18:40","English Beat","audio-CD"
6406,"Whine and GrineStand Down Margaret","C. Campbell/The Beat","I_Just_Cant_Stop_It.jpg",8.12,"2011-10-19 19:18:40","2011-10-19 19:18:40","English Beat","audio-CD"
6407,"Cant Get Used To Losing You","Mort Shuman/Doc Pomus","I_Just_Cant_Stop_It.jpg",10.12,"2011-10-19 19:18:40","2011-10-19 19:18:40","English Beat","audio-CD"
6408,"Jackpot","Agard/Robinson/Crooks/The Beat","I_Just_Cant_Stop_It.jpg",12.12,"2011-10-19 19:18:40","2011-10-19 19:18:40","English Beat","audio-CD"
6409,"Planet Telex",NULL,"The_Bends.jpg",1.12,"2011-10-19 19:18:40","2011-10-19 19:18:40","Radiohead","audio-CD"
6410,"The Bends",NULL,"The_Bends.jpg",2.12,"2011-10-19 19:18:40","2011-10-19 19:18:40","Radiohead","audio-CD"
6411,"(Nice Dream)",NULL,"The_Bends.jpg",6.12,"2011-10-19 19:18:40","2011-10-19 19:18:40","Radiohead","audio-CD"
6412,"Just",NULL,"The_Bends.jpg",7.12,"2011-10-19 19:18:40","2011-10-19 19:18:40","Radiohead","audio-CD"
6413,"Bullet Proof...I Wish I Was",NULL,"The_Bends.jpg",9.12,"2011-10-19 19:18:40","2011-10-19 19:18:40","Radiohead","audio-CD"
6414,"Black Star",NULL,"The_Bends.jpg",10.12,"2011-10-19 19:18:40","2011-10-19 19:18:40","Radiohead","audio-CD"
6415," Prologue","Leonard Bernstein","West_Side_Story_(1957_Orginal_Broadway_Cast_Recording).jpg",1.25,"2011-10-19 19:18:41","2011-10-19 19:18:41","Original Broadway Cast","audio-CD"
6416,"Jet Song","Leonard Bernstein","West_Side_Story_(1957_Orginal_Broadway_Cast_Recording).jpg",2.25,"2011-10-19 19:18:41","2011-10-19 19:18:41","Original Broadway Cast","audio-CD"
6417,"Somethings Coming","Leonard Bernstein","West_Side_Story_(1957_Orginal_Broadway_Cast_Recording).jpg",3.25,"2011-10-19 19:18:41","2011-10-19 19:18:41","Original Broadway Cast","audio-CD"
6418,"The Dance at the Gym","Leonard Bernstein","West_Side_Story_(1957_Orginal_Broadway_Cast_Recording).jpg",4.25,"2011-10-19 19:18:41","2011-10-19 19:18:41","Original Broadway Cast","audio-CD"
6419,"Maria","Leonard Bernstein","West_Side_Story_(1957_Orginal_Broadway_Cast_Recording).jpg",5.25,"2011-10-19 19:18:41","2011-10-19 19:18:41","Original Broadway Cast","audio-CD"
6420,"Tonight","Leonard Bernstein","West_Side_Story_(1957_Orginal_Broadway_Cast_Recording).jpg",6.25,"2011-10-19 19:18:41","2011-10-19 19:18:41","Original Broadway Cast","audio-CD"
6421,"America","Leonard Bernstein","West_Side_Story_(1957_Orginal_Broadway_Cast_Recording).jpg",7.25,"2011-10-19 19:18:41","2011-10-19 19:18:41","Original Broadway Cast","audio-CD"
6422,"Cool","Leonard Bernstein","West_Side_Story_(1957_Orginal_Broadway_Cast_Recording).jpg",8.25,"2011-10-19 19:18:41","2011-10-19 19:18:41","Original Broadway Cast","audio-CD"
6423,"One Hand, One Heart","Leonard Bernstein","West_Side_Story_(1957_Orginal_Broadway_Cast_Recording).jpg",9.25,"2011-10-19 19:18:41","2011-10-19 19:18:41","Original Broadway Cast","audio-CD"
6424,"Tonight (Quintet and Chorus)","Leonard Bernstein","West_Side_Story_(1957_Orginal_Broadway_Cast_Recording).jpg",10.25,"2011-10-19 19:18:41","2011-10-19 19:18:41","Original Broadway Cast","audio-CD"
6425,"The Rumble","Leonard Bernstein","West_Side_Story_(1957_Orginal_Broadway_Cast_Recording).jpg",11.25,"2011-10-19 19:18:41","2011-10-19 19:18:41","Original Broadway Cast","audio-CD"
6426," I Feel Pretty","Leonard Bernstein","West_Side_Story_(1957_Orginal_Broadway_Cast_Recording).jpg",12.25,"2011-10-19 19:18:41","2011-10-19 19:18:41","Original Broadway Cast","audio-CD"
6427,"Somewhere (Ballet)","Leonard Bernstein","West_Side_Story_(1957_Orginal_Broadway_Cast_Recording).jpg",13.25,"2011-10-19 19:18:41","2011-10-19 19:18:41","Original Broadway Cast","audio-CD"
6428,"Gee, Officer Krupke","Leonard Bernstein","West_Side_Story_(1957_Orginal_Broadway_Cast_Recording).jpg",14.25,"2011-10-19 19:18:41","2011-10-19 19:18:41","Original Broadway Cast","audio-CD"
6429,"A Boy Like That / I Have A Love","Leonard Bernstein","West_Side_Story_(1957_Orginal_Broadway_Cast_Recording).jpg",15.25,"2011-10-19 19:18:41","2011-10-19 19:18:41","Original Broadway Cast","audio-CD"
6430,"Finale","Leonard Bernstein","West_Side_Story_(1957_Orginal_Broadway_Cast_Recording).jpg",16.25,"2011-10-19 19:18:41","2011-10-19 19:18:41","Original Broadway Cast","audio-CD"
6431,"Prologue (Allegro moderato)","Leonard Bernstein","West_Side_Story_(1957_Orginal_Broadway_Cast_Recording).jpg",17.25,"2011-10-19 19:18:41","2011-10-19 19:18:41","Leonard Bernstein: New York Philharmonic Orchestra","audio-CD"
6432,"Somewhere (Adagio)","Leonard Bernstein","West_Side_Story_(1957_Orginal_Broadway_Cast_Recording).jpg",18.25,"2011-10-19 19:18:41","2011-10-19 19:18:41","Leonard Bernstein: New York Philharmonic Orchestra","audio-CD"
6433,"Scherzo (Vivace e leggiero)","Leonard Bernstein","West_Side_Story_(1957_Orginal_Broadway_Cast_Recording).jpg",19.25,"2011-10-19 19:18:41","2011-10-19 19:18:41","Leonard Bernstein: New York Philharmonic Orchestra","audio-CD"
6434,"Mambo (Meno Presto)","Leonard Bernstein","West_Side_Story_(1957_Orginal_Broadway_Cast_Recording).jpg",20.25,"2011-10-19 19:18:41","2011-10-19 19:18:41","Leonard Bernstein: New York Philharmonic Orchestra","audio-CD"
6435,"Cha-Cha (Andantino con grazia)","Leonard Bernstein","West_Side_Story_(1957_Orginal_Broadway_Cast_Recording).jpg",21.25,"2011-10-19 19:18:41","2011-10-19 19:18:41","Leonard Bernstein: New York Philharmonic Orchestra","audio-CD"
6436,"Meeting Scene (Meno mosso)","Leonard Bernstein","West_Side_Story_(1957_Orginal_Broadway_Cast_Recording).jpg",22.25,"2011-10-19 19:18:41","2011-10-19 19:18:41","Leonard Bernstein: New York Philharmonic Orchestra","audio-CD"
6437,"Cool Fugue (Allegretto)","Leonard Bernstein","West_Side_Story_(1957_Orginal_Broadway_Cast_Recording).jpg",23.25,"2011-10-19 19:18:41","2011-10-19 19:18:41","Leonard Bernstein: New York Philharmonic Orchestra","audio-CD"
6438,"Rumble (Molto allegro)","Leonard Bernstein","West_Side_Story_(1957_Orginal_Broadway_Cast_Recording).jpg",24.25,"2011-10-19 19:18:41","2011-10-19 19:18:41","Leonard Bernstein: New York Philharmonic Orchestra","audio-CD"
6439,"Finale (Adagio)","Leonard Bernstein","West_Side_Story_(1957_Orginal_Broadway_Cast_Recording).jpg",25.25,"2011-10-19 19:18:41","2011-10-19 19:18:41","Leonard Bernstein: New York Philharmonic Orchestra","audio-CD"
6440,"Joy To The World","Christmas song","O_Holiday_Hits.jpg",1.80,"2011-10-19 19:18:41","2011-10-19 19:18:41","Faith Hill","audio-CD"
6441,"Ill Be Home For Christmas","Christmas song","O_Holiday_Hits.jpg",2.80,"2011-10-19 19:18:41","2011-10-19 19:18:41","Tony Bennett","audio-CD"
6442,"O Holy Night","Christmas song","O_Holiday_Hits.jpg",3.80,"2011-10-19 19:18:41","2011-10-19 19:18:41","Il Divo","audio-CD"
6443,"It_Came_Upon_a_Midnight_Clear_(image_url_Version).jpg","Christmas song","O_Holiday_Hits.jpg",4.80,"2011-10-19 19:18:41","2011-10-19 19:18:41","Josh Groban","audio-CD"
6444,"Its the Most Wonderful Time of the Year","Christmas song","O_Holiday_Hits.jpg",5.80,"2011-10-19 19:18:41","2011-10-19 19:18:41","Brian McKnight","audio-CD"
6445,"O Come All Ye Faithful","Christmas song","O_Holiday_Hits.jpg",6.80,"2011-10-19 19:18:41","2011-10-19 19:18:41","Amy Grant","audio-CD"
6446,"Its Beginning To Look A Lot Like Christmas","Christmas song","O_Holiday_Hits.jpg",7.80,"2011-10-19 19:18:41","2011-10-19 19:18:41","Harry Connick, Jr.","audio-CD"
6447,"Silent Night","Christmas song","O_Holiday_Hits.jpg",8.80,"2011-10-19 19:18:41","2011-10-19 19:18:41","Aretha Franklin","audio-CD"
6448,"Bomb","J. Foreman","The_Legend_Of_Chin.jpg",1.11,"2011-10-19 19:18:41","2011-10-19 19:18:41","Switchfoot","audio-CD"
6449,"Chem 6A","J. Foreman","The_Legend_Of_Chin.jpg",2.11,"2011-10-19 19:18:41","2011-10-19 19:18:41","Switchfoot","audio-CD"
6450,"Underwater","Switchfoot","The_Legend_Of_Chin.jpg",3.11,"2011-10-19 19:18:41","2011-10-19 19:18:41","Switchfoot","audio-CD"
6451,"Edge of My Seat","J. Foreman","The_Legend_Of_Chin.jpg",4.11,"2011-10-19 19:18:41","2011-10-19 19:18:41","Switchfoot","audio-CD"
6452,"Home","J. Foreman","The_Legend_Of_Chin.jpg",5.11,"2011-10-19 19:18:41","2011-10-19 19:18:41","Switchfoot","audio-CD"
6453,"Might Have Ben Hur","J. Foreman","The_Legend_Of_Chin.jpg",6.11,"2011-10-19 19:18:41","2011-10-19 19:18:41","Switchfoot","audio-CD"
6454,"Concrete Girl","J. Foreman","The_Legend_Of_Chin.jpg",7.11,"2011-10-19 19:18:41","2011-10-19 19:18:41","Switchfoot","audio-CD"
6455,"Life and Love and Why","J. Foreman","The_Legend_Of_Chin.jpg",8.11,"2011-10-19 19:18:41","2011-10-19 19:18:41","Switchfoot","audio-CD"
6456,"You","J. Foreman","The_Legend_Of_Chin.jpg",9.11,"2011-10-19 19:18:41","2011-10-19 19:18:41","Switchfoot","audio-CD"
6457,"Ode to Chin","J. Foreman","The_Legend_Of_Chin.jpg",10.11,"2011-10-19 19:18:41","2011-10-19 19:18:41","Switchfoot","audio-CD"
6458,"Dont Be There","J. Foreman","The_Legend_Of_Chin.jpg",11.11,"2011-10-19 19:18:41","2011-10-19 19:18:41","Switchfoot","audio-CD"
6459,"Lonely Road","James McCartney/Paul McCartney","Driving_Rain.jpg",1.16,"2011-10-19 19:18:41","2011-10-19 19:18:41","Paul McCartney","audio-CD"
6460,"From A Lover To A Friend","James McCartney/Paul McCartney","Driving_Rain.jpg",2.16,"2011-10-19 19:18:41","2011-10-19 19:18:41","Paul McCartney","audio-CD"
6461,"Shes Given Up Talking","James McCartney/Paul McCartney","Driving_Rain.jpg",3.16,"2011-10-19 19:18:41","2011-10-19 19:18:41","Paul McCartney","audio-CD"
6462,"Driving Rain","James McCartney/Paul McCartney","Driving_Rain.jpg",4.16,"2011-10-19 19:18:41","2011-10-19 19:18:41","Paul McCartney","audio-CD"
6463,"I Do","James McCartney/Paul McCartney","Driving_Rain.jpg",5.16,"2011-10-19 19:18:41","2011-10-19 19:18:41","Paul McCartney","audio-CD"
6464,"Tiny Bubble","James McCartney/Paul McCartney","Driving_Rain.jpg",6.16,"2011-10-19 19:18:41","2011-10-19 19:18:41","Paul McCartney","audio-CD"
6465,"Magic","James McCartney/Paul McCartney","Driving_Rain.jpg",7.16,"2011-10-19 19:18:41","2011-10-19 19:18:41","Paul McCartney","audio-CD"
6466,"Your Way","James McCartney/Paul McCartney","Driving_Rain.jpg",8.16,"2011-10-19 19:18:41","2011-10-19 19:18:41","Paul McCartney","audio-CD"
6467,"Spinning On An Axis","PaulMcCartney  and James McCartney","Driving_Rain.jpg",9.16,"2011-10-19 19:18:41","2011-10-19 19:18:41","Paul McCartney","audio-CD"
6468,"About You","James McCartney/Paul McCartney","Driving_Rain.jpg",10.16,"2011-10-19 19:18:41","2011-10-19 19:18:41","Paul McCartney","audio-CD"
6469,"Heather","James McCartney/Paul McCartney","Driving_Rain.jpg",11.16,"2011-10-19 19:18:41","2011-10-19 19:18:41","Paul McCartney","audio-CD"
6470,"Back In The Sunshine Again","PaulMcCartney  and James McCartney","Driving_Rain.jpg",12.16,"2011-10-19 19:18:41","2011-10-19 19:18:41","Paul McCartney","audio-CD"
6471,"Your Loving Flame","James McCartney/Paul McCartney","Driving_Rain.jpg",13.16,"2011-10-19 19:18:41","2011-10-19 19:18:41","Paul McCartney","audio-CD"
6472,"Riding Into Jaipur","James McCartney/Paul McCartney","Driving_Rain.jpg",14.16,"2011-10-19 19:18:41","2011-10-19 19:18:41","Paul McCartney","audio-CD"
6473,"Rinse The Raindrops","James McCartney/Paul McCartney","Driving_Rain.jpg",15.16,"2011-10-19 19:18:41","2011-10-19 19:18:41","Paul McCartney","audio-CD"
6474,"Freedom","James McCartney/Paul McCartney","Driving_Rain.jpg",16.16,"2011-10-19 19:18:41","2011-10-19 19:18:41","Paul McCartney","audio-CD"
6475,"How The West Was Won And Where It Got Us",NULL,"New_Adventures_In_Hi-Fi.jpg",1.14,"2011-10-19 19:18:41","2011-10-19 19:18:41","R.E.M.","audio-CD"
6476,"The Wake-Up Bomb",NULL,"New_Adventures_In_Hi-Fi.jpg",2.14,"2011-10-19 19:18:41","2011-10-19 19:18:41","R.E.M.","audio-CD"
6477,"New Test Leper",NULL,"New_Adventures_In_Hi-Fi.jpg",3.14,"2011-10-19 19:18:41","2011-10-19 19:18:41","R.E.M.","audio-CD"
6478,"Undertow",NULL,"New_Adventures_In_Hi-Fi.jpg",4.14,"2011-10-19 19:18:41","2011-10-19 19:18:41","R.E.M.","audio-CD"
6479,"E-Bow The Letter",NULL,"New_Adventures_In_Hi-Fi.jpg",5.14,"2011-10-19 19:18:41","2011-10-19 19:18:41","R.E.M.","audio-CD"
6480,"Leave",NULL,"New_Adventures_In_Hi-Fi.jpg",6.14,"2011-10-19 19:18:41","2011-10-19 19:18:41","R.E.M.","audio-CD"
6481,"Departure",NULL,"New_Adventures_In_Hi-Fi.jpg",7.14,"2011-10-19 19:18:41","2011-10-19 19:18:41","R.E.M.","audio-CD"
6482,"Bittersweet Me",NULL,"New_Adventures_In_Hi-Fi.jpg",8.14,"2011-10-19 19:18:41","2011-10-19 19:18:41","R.E.M.","audio-CD"
6483,"Be Mine",NULL,"New_Adventures_In_Hi-Fi.jpg",9.14,"2011-10-19 19:18:41","2011-10-19 19:18:41","R.E.M.","audio-CD"
6484,"Binky The Doormat",NULL,"New_Adventures_In_Hi-Fi.jpg",10.14,"2011-10-19 19:18:41","2011-10-19 19:18:41","R.E.M.","audio-CD"
6485,"Zither",NULL,"New_Adventures_In_Hi-Fi.jpg",11.14,"2011-10-19 19:18:41","2011-10-19 19:18:41","R.E.M.","audio-CD"
6486,"So Fast, So Numb",NULL,"New_Adventures_In_Hi-Fi.jpg",12.14,"2011-10-19 19:18:41","2011-10-19 19:18:41","R.E.M.","audio-CD"
6487,"Low Desert",NULL,"New_Adventures_In_Hi-Fi.jpg",13.14,"2011-10-19 19:18:41","2011-10-19 19:18:41","R.E.M.","audio-CD"
6488,"Electrolite",NULL,"New_Adventures_In_Hi-Fi.jpg",14.14,"2011-10-19 19:18:41","2011-10-19 19:18:41","R.E.M.","audio-CD"
6489,"Astral Weeks","Van Morrison","Astral_Weeks.jpg",1.80,"2011-10-19 19:18:41","2011-10-19 19:18:41","Van Morrison","audio-CD"
6490,"Beside You","Van Morrison","Astral_Weeks.jpg",2.80,"2011-10-19 19:18:41","2011-10-19 19:18:41","Van Morrison","audio-CD"
6491,"Sweet Thing","Van Morrison","Astral_Weeks.jpg",3.80,"2011-10-19 19:18:41","2011-10-19 19:18:41","Van Morrison","audio-CD"
6492,"Cyprus Avenue","Van Morrison","Astral_Weeks.jpg",4.80,"2011-10-19 19:18:41","2011-10-19 19:18:41","Van Morrison","audio-CD"
6493,"The Way Young Lovers Do","Van Morrison","Astral_Weeks.jpg",5.80,"2011-10-19 19:18:41","2011-10-19 19:18:41","Van Morrison","audio-CD"
6494,"Madame George","Van Morrison","Astral_Weeks.jpg",6.80,"2011-10-19 19:18:41","2011-10-19 19:18:41","Van Morrison","audio-CD"
6495,"Ballerina","Van Morrison","Astral_Weeks.jpg",7.80,"2011-10-19 19:18:41","2011-10-19 19:18:41","Van Morrison","audio-CD"
6496,"Slim Slow Slider","Van Morrison","Astral_Weeks.jpg",8.80,"2011-10-19 19:18:41","2011-10-19 19:18:41","Van Morrison","audio-CD"
6497,"Other Side Of The World","KTTunstall  and Martin Terefe","Eye_To_The_Telescope.jpg",1.12,"2011-10-19 19:18:41","2011-10-19 19:18:41","KT Tunstall","audio-CD"
6498,"Silent Sea","KTTunstall  and Jimmy Hogarth","Eye_To_The_Telescope.jpg",6.12,"2011-10-19 19:18:42","2011-10-19 19:18:42","KT Tunstall","audio-CD"
6499,"Suddenly I See","KT Tunstall","Eye_To_The_Telescope.jpg",9.12,"2011-10-19 19:18:42","2011-10-19 19:18:42","KT Tunstall","audio-CD"
6500,"Heal Over","KT Tunstall","Eye_To_The_Telescope.jpg",11.12,"2011-10-19 19:18:42","2011-10-19 19:18:42","KT Tunstall","audio-CD"
6501,"Dance Tonight","Paul McCartney/paul mccartney","Memory_Almost_Full.jpg",1.13,"2011-10-19 19:18:42","2011-10-19 19:18:42","Paul McCartney","audio-CD"
6502,"Ever Present Past","Paul McCartney/paul mccartney","Memory_Almost_Full.jpg",2.13,"2011-10-19 19:18:42","2011-10-19 19:18:42","Paul McCartney","audio-CD"
